ID;P4Edad;RegiónID;LugarEntrevista;Pc1ViveSC;Pc2ViveOtrasPersonas;Pc3RespondióAntes;Pc4RespondióCuestMeses;P10TiempoCalleAños;P10TiempoCalleMeses;P10TiempoCalleDías;P11EdadInicioCalle;P12RazónCalle;P13DurmióAnoche;P14DurmióAnocheLugar;P15AccesoAgua;P15AccesoDucha;P15AccesoWc;P16VecesCalle;P17ASaludVisual;P17BSaludAuditivo;P17CSaludCaminar;P17DSaludRecordar;P17ESaludAseo;P17FSaludEntender;P17GSaludSociable;P17HSaludMotricidad;P17ISaludTrabajar;P17JSaludDormir;P17KSaludRespirar;P17LSaludCuidarOtros;P18EnfCrónica;P19EnfCrónicaTrat;P20AConsumoAlcohol;P20BConsumoMarihuana;P20CConsumoPastaBase;P20DConsumoOtras;P21ProtocoloRsh;P22Indígena;P23AsisteEducac;P24Curso;P25TipoEducación;P26Trabaja;P27Contrato;P28IngresoTrabajo;P29IngresoJubilac;FechaCreación;RSH
119;45 a 59;Tarapacá;7;1;1;2;;18;0;0;39;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;1;2;2;0;2;3;2;2;;;0;20211004;Tiene RSH
120;45 a 59;Tarapacá;7;1;1;2;;10;;;;1;1;;3;3;2;;4;2;2;2;1;1;1;1;4;2;2;4;1;2;1;1;1;2;1;;;;;;;;;20170726;Tiene RSH
121;45 a 59;Tarapacá;7;1;1;2;;5;;;;5;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;2;0;2;4;2;1;;50;0;20170823;Tiene RSH
122;45 a 59;Tarapacá;4;1;1;2;;0;3;0;51;5;2;5;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;4;2;2;;;0;20211112;Tiene RSH
123;45 a 59;Tarapacá;7;1;1;2;;1;0;0;16;1;1;;2;2;2;5;3;1;1;1;1;2;1;1;1;1;1;1;2;;1;1;1;2;2;0;2;5;1;1;4;100000;0;20211130;Tiene RSH
124;45 a 59;Tarapacá;10;1;1;1;2;10;;;;1;2;5;1;1;1;;3;1;2;1;1;1;1;1;2;1;1;3;1;1;2;2;2;2;1;;;;;;;;;20180803;Tiene RSH
125;45 a 59;Tarapacá;7;1;1;2;;2;;;;2;1;;3;3;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;1;1;1;1;;;;;;;;;20170101;No tiene RSH
126;60 o mayor;Tarapacá;7;1;1;2;;11;;;;1;1;;3;3;2;;2;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;4;2;2;;;;20170731;Tiene RSH
127;18 a 44;Tarapacá;10;1;1;1;2;8;0;0;13;1;1;;1;1;1;5;3;3;1;2;1;1;1;1;1;4;1;1;2;;2;2;2;2;2;0;2;4;2;1;4;100000;0;20211111;Tiene RSH
128;45 a 59;Tarapacá;10;1;1;2;;2;;;;1;2;5;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20180626;Tiene RSH
129;45 a 59;Tarapacá;7;1;1;2;;10;;;20;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20180116;Tiene RSH
130;45 a 59;Tarapacá;7;1;1;2;;20;;;;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;1;2;1;;;;;;;;;20180116;Tiene RSH
131;18 a 44;Tarapacá;4;1;1;2;;3;0;0;35;1;2;5;2;2;2;3;1;1;4;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;4;2;2;;;0;20210927;Tiene RSH
132;45 a 59;Tarapacá;7;1;1;2;;4;;;;1;1;;3;3;2;;1;1;1;1;1;1;1;1;2;1;1;1;2;;1;2;1;2;2;0;2;4;2;2;;;;20170801;Tiene RSH
133;60 o mayor;Tarapacá;4;1;1;2;;5;0;0;64;2;2;8;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;2;3;2;;;0;20211201;Tiene RSH
134;45 a 59;Tarapacá;4;1;1;2;;2;;;;2;2;5;3;3;2;;4;2;3;2;2;2;2;3;3;2;2;2;1;2;1;1;2;2;1;;;;;;;;;20170101;Tiene RSH
135;45 a 59;Tarapacá;7;1;1;2;;4;;;;2;1;;3;3;2;;1;1;1;4;1;1;1;1;2;2;1;1;2;;2;2;1;2;2;0;2;4;2;2;;0;0;20170703;Tiene RSH
136;45 a 59;Tarapacá;7;1;1;2;;3;;;;1;1;;3;3;2;;1;1;1;1;1;1;1;1;4;3;1;2;2;;1;1;1;2;1;;;;;;;;;20181127;Tiene RSH
137;18 a 44;Tarapacá;7;1;1;1;2;4;0;0;26;1;2;5;2;2;2;5;1;1;1;2;1;1;1;1;1;4;1;1;2;;1;1;1;2;2;4;2;4;2;2;;;0;20211201;Tiene RSH
138;45 a 59;Tarapacá;7;1;1;2;;25;0;0;18;1;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;1;2;2;0;2;8;1;1;4;70000;0;20210927;Tiene RSH
139;60 o mayor;Tarapacá;7;1;1;2;;2;;;;2;1;;3;3;2;;2;2;1;1;1;1;1;1;3;1;1;3;1;2;1;1;1;1;1;;;;;;;;;20170726;Tiene RSH
140;45 a 59;Tarapacá;7;1;1;2;;9;;;9;1;1;;1;2;2;;3;2;4;2;4;2;3;4;4;1;3;;1;2;2;2;2;2;1;;;;;;;;;20170731;Tiene RSH
141;45 a 59;Tarapacá;7;1;1;2;;20;;;;5;1;;3;3;2;;3;1;1;1;1;1;1;1;1;3;1;1;1;2;1;2;1;2;2;0;2;2;2;1;4;33333,33333;;20170101;Tiene RSH
142;45 a 59;Tarapacá;7;1;1;2;;2;;;;1;2;4;3;3;2;;4;2;4;2;3;2;2;2;4;2;2;2;1;2;1;1;1;1;1;;;;;;;;;20170101;Tiene RSH
143;45 a 59;Tarapacá;7;1;1;2;;18;0;0;12;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;1;2;1;4;60000;0;20210902;Tiene RSH
144;45 a 59;Tarapacá;1;1;1;2;;10;0;0;9;8;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;2;0;2;1;2;1;4;350000;0;20210907;Tiene RSH
145;18 a 44;Tarapacá;7;1;1;2;;;3;;;1;1;;3;3;2;;2;2;3;2;2;2;2;2;2;2;2;2;2;;1;2;1;2;1;;;;;;;;;20170101;Tiene RSH
146;60 o mayor;Tarapacá;4;1;1;2;;38;0;0;25;1;1;;1;1;1;2;1;1;2;3;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;6;1;2;;;0;20210903;Tiene RSH
147;45 a 59;Tarapacá;7;1;2;2;;14;0;0;44;2;1;;2;2;2;5;2;3;2;3;1;1;1;2;1;3;2;1;1;2;2;1;1;2;1;;;;;;;;;20211110;Tiene RSH
148;60 o mayor;Tarapacá;7;1;1;2;;20;0;0;45;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;2;0;2;4;2;1;4;400000;120000;20211004;Tiene RSH
149;45 a 59;Tarapacá;1;1;1;2;;20;0;0;16;1;1;;1;1;1;3;3;3;4;2;1;3;1;3;3;4;2;1;1;2;2;2;2;2;2;0;2;8;1;2;;;175000;20210902;Tiene RSH
150;18 a 44;Tarapacá;7;1;1;2;;8;;;;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20181129;Tiene RSH
151;18 a 44;Tarapacá;7;1;1;2;;0;1;0;37;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;2;0;2;8;1;1;4;250;0;20210925;No tiene RSH
152;45 a 59;Tarapacá;7;1;1;2;;4;;;7;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;2;0;2;4;2;2;;;;20170101;Tiene RSH
153;45 a 59;Tarapacá;7;1;1;2;;2;0;0;50;5;2;5;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;1;2;4;2;2;;;100000;20210909;Tiene RSH
154;18 a 44;Tarapacá;7;1;1;2;;5;;;11;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;2;0;2;4;2;2;;;;20170101;Tiene RSH
155;45 a 59;Tarapacá;4;1;1;2;;20;;;;1;2;5;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20170728;Tiene RSH
156;45 a 59;Tarapacá;7;1;1;2;;3;0;0;12;1;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;2;2;4;2;4;2;1;4;100000;0;20211004;Tiene RSH
157;18 a 44;Tarapacá;7;1;1;1;2;8;0;0;12;1;1;;2;2;2;5;1;1;1;2;1;1;3;3;3;1;2;1;1;2;2;2;1;2;2;0;2;3;2;2;;;0;20211110;Tiene RSH
158;45 a 59;Tarapacá;4;1;1;2;;8;;;;1;1;;3;3;2;;1;1;4;2;2;2;3;2;4;2;2;3;1;2;1;2;1;2;1;;;;;;;;;20170101;Tiene RSH
159;60 o mayor;Tarapacá;7;1;1;1;2;20;0;0;56;2;2;5;1;1;1;5;3;1;3;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;2;0;2;5;2;1;4;20000;115000;20211209;Tiene RSH
160;60 o mayor;Tarapacá;;1;1;2;;2;;;;9;1;;1;1;1;;1;2;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
161;60 o mayor;Tarapacá;10;1;1;2;;5;;;;1;2;5;1;1;1;;4;3;1;1;1;1;1;1;1;1;1;2;2;;1;2;2;2;1;;;;;;;;;20170724;Tiene RSH
162;45 a 59;Tarapacá;7;1;1;2;;10;0;0;16;1;1;;2;2;2;5;1;1;4;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;1;2;2;;;0;20211008;Tiene RSH
163;18 a 44;Tarapacá;7;1;1;2;;2;;;;5;1;;3;3;2;;2;2;1;1;1;1;1;1;1;3;1;1;2;;1;1;1;2;1;;;;;;;;;20170101;Tiene RSH
164;45 a 59;Tarapacá;7;1;1;2;;8;;;;9;1;;3;3;2;;2;2;2;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20180109;Tiene RSH
165;18 a 44;Tarapacá;7;1;2;2;;;3;;;5;1;;1;3;2;;1;1;1;1;1;1;1;1;4;2;2;1;2;;1;1;1;2;1;;;;;;;;;20180829;Tiene RSH
166;18 a 44;Tarapacá;7;1;1;2;;5;;;15;5;2;5;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
167;45 a 59;Tarapacá;7;1;1;1;2;26;0;0;32;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;8;1;2;;;0;20211110;Tiene RSH
168;18 a 44;Tarapacá;7;1;1;2;;5;0;0;18;5;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;2;0;2;4;2;1;4;0;0;20210927;Tiene RSH
169;18 a 44;Tarapacá;1;1;1;2;;22;0;0;21;5;2;5;2;2;2;5;2;1;1;2;1;1;1;1;1;1;1;1;2;;1;1;1;2;2;1;2;4;2;2;;;0;20210901;Tiene RSH
170;45 a 59;Tarapacá;7;1;1;2;;25;0;0;24;5;1;;2;2;2;5;3;4;1;1;1;4;4;1;1;1;1;1;2;;1;1;1;2;2;0;2;2;2;1;4;350;0;20210925;No tiene RSH
171;60 o mayor;Tarapacá;7;1;1;2;;0;0;22;60;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;2;0;2;4;2;1;4;200000;0;20210903;Tiene RSH
172;45 a 59;Tarapacá;7;1;1;2;;5;;;;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;1;;;;;;;;;20181126;Tiene RSH
173;45 a 59;Tarapacá;7;1;1;2;;5;0;0;50;1;1;;2;2;2;5;1;1;3;1;1;1;1;1;1;1;1;1;2;;2;2;1;2;2;0;2;4;2;1;4;300000;0;20210927;No tiene RSH
174;18 a 44;Tarapacá;1;1;1;2;;0;5;0;18;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;2;1;2;4;2;2;;;0;20210907;Tiene RSH
175;18 a 44;Tarapacá;4;1;1;2;;5;0;0;18;5;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;0;2;4;2;2;;;0;20211201;Tiene RSH
176;45 a 59;Tarapacá;7;1;1;2;;2;0;0;43;1;1;;2;2;2;5;3;1;1;1;3;1;1;1;1;1;1;1;2;;1;1;1;2;2;0;2;4;2;1;4;50000;2;20210902;Tiene RSH
177;45 a 59;Tarapacá;4;1;1;2;;25;;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20180122;Tiene RSH
178;60 o mayor;Tarapacá;10;1;1;2;;;10;;;1;2;5;1;1;1;;2;2;5;1;1;1;1;1;5;1;4;4;1;1;2;2;2;2;1;;;;;;;;;20180212;Tiene RSH
179;18 a 44;Tarapacá;7;1;1;2;;4;;;;5;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;2;0;2;2;3;1;4;75000;;20170101;Tiene RSH
180;18 a 44;Tarapacá;7;1;1;2;;3;;;;1;1;;3;3;2;;1;1;1;2;2;2;2;2;2;2;2;2;2;;1;2;2;2;1;;;;;;;;;20170724;No tiene RSH
181;45 a 59;Tarapacá;7;1;1;2;;14;;;31;1;1;;1;2;2;;1;1;1;1;3;1;1;1;1;3;1;1;2;;1;2;1;2;1;;;;;;;;;20170101;Tiene RSH
182;45 a 59;Tarapacá;4;1;1;2;;6;0;0;43;5;1;;1;1;1;1;1;1;1;4;1;1;3;1;1;3;3;1;1;1;2;2;2;2;2;0;2;2;2;1;2;160000;0;20210903;Tiene RSH
183;45 a 59;Tarapacá;7;1;1;2;;10;0;0;47;6;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;1;2;2;0;2;1;1;1;4;120000;0;20211008;No tiene RSH
184;45 a 59;Tarapacá;4;1;1;2;;;6;;;1;2;5;1;1;1;;1;1;1;1;1;1;1;1;1;1;;1;2;;2;1;1;2;1;;;;;;;;;20170726;Tiene RSH
185;45 a 59;Tarapacá;7;1;1;2;;7;0;0;41;5;1;;1;1;1;4;3;1;1;1;1;1;3;1;1;1;1;1;2;;2;2;2;2;2;0;2;1;1;1;4;200000;0;20211130;No tiene RSH
186;60 o mayor;Tarapacá;10;1;1;2;;4;;;;1;2;5;3;3;2;;4;2;4;1;1;1;1;1;4;1;1;3;1;2;1;2;2;2;1;;;;;;;;;20170726;Tiene RSH
187;45 a 59;Tarapacá;7;1;1;2;;9;;;;1;1;;3;3;2;;1;2;5;3;5;3;1;1;5;4;1;4;1;1;2;2;1;2;1;;;;;;;;;20170101;Tiene RSH
188;18 a 44;Tarapacá;7;1;2;2;;23;0;0;12;1;1;;2;2;2;5;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;1;1;2;2;0;2;8;1;1;4;80000;0;20211104;Tiene RSH
189;60 o mayor;Tarapacá;7;1;1;2;;1;;;;1;1;;3;3;2;;1;1;2;2;2;1;1;2;1;1;1;1;2;;1;2;1;2;2;0;2;4;1;2;;0;80;20170720;Tiene RSH
190;18 a 44;Tarapacá;7;1;1;2;;15;0;0;18;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;2;0;2;4;2;1;4;100;0;20210927;Tiene RSH
191;45 a 59;Tarapacá;7;1;1;2;;2;;;;2;1;;3;3;2;;1;1;2;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;;;;;;;;;20170101;Tiene RSH
192;45 a 59;Tarapacá;7;1;1;1;2;37;0;0;9;7;2;5;2;2;2;5;1;1;3;1;1;1;1;1;1;5;1;1;1;1;1;1;1;2;2;0;2;1;2;1;4;150000;0;20210902;Tiene RSH
193;45 a 59;Tarapacá;7;1;1;2;;12;;;;1;2;5;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20181203;No tiene RSH
194;45 a 59;Tarapacá;10;1;1;2;;;6;;;1;2;5;3;3;2;;4;3;3;1;1;1;5;2;2;3;2;3;1;2;1;1;1;2;1;;;;;;;;;20170724;Tiene RSH
195;60 o mayor;Tarapacá;4;1;1;2;;30;0;0;15;1;1;;1;1;1;1;3;3;3;4;4;1;2;1;4;1;4;4;1;1;2;2;2;2;2;0;2;6;1;2;;;170000;20210907;Tiene RSH
196;18 a 44;Tarapacá;7;1;2;2;;25;0;0;22;5;1;;2;2;2;5;5;1;5;1;1;1;1;1;1;4;1;1;2;;1;1;1;2;2;0;2;3;2;1;4;80000;0;20211104;Tiene RSH
197;18 a 44;Tarapacá;10;1;1;2;;2;;;;1;2;5;3;3;2;;2;1;2;1;1;1;1;1;2;1;1;2;2;;1;1;2;2;1;;;;;;;;;20170727;Tiene RSH
198;45 a 59;Tarapacá;4;1;1;2;;4;0;0;54;5;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20210907;Tiene RSH
199;45 a 59;Tarapacá;7;1;1;2;;2;;;;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20170627;Tiene RSH
200;60 o mayor;Tarapacá;10;1;1;2;;4;;;;1;2;5;1;3;1;;4;2;4;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;;;;;;;;;20170726;Tiene RSH
201;45 a 59;Tarapacá;10;1;1;2;;4;;;;5;1;;1;2;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20180406;Tiene RSH
202;45 a 59;Tarapacá;7;1;1;2;;25;0;0;26;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;1;2;2;0;2;4;2;1;4;300000;0;20210927;No tiene RSH
203;45 a 59;Tarapacá;7;1;1;2;;4;0;0;11;1;1;;2;2;2;4;4;3;1;1;1;1;1;1;2;1;1;1;1;2;2;1;1;2;2;0;2;4;2;1;4;150000;0;20210928;No tiene RSH
204;45 a 59;Tarapacá;4;1;1;2;;1;;;;2;2;2;1;1;1;;1;1;4;1;1;1;1;1;5;1;1;5;1;2;1;2;1;2;1;;;;;;;;;20170731;Tiene RSH
205;45 a 59;Tarapacá;7;1;1;2;;6;0;0;40;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;2;0;2;5;2;1;4;200;0;20210927;No tiene RSH
206;45 a 59;Tarapacá;7;1;1;2;;12;;;;1;1;;3;3;2;;4;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;;;;;;;;;;20170801;Tiene RSH
207;45 a 59;Tarapacá;10;1;1;2;;3;;;;5;1;;1;1;1;;3;1;1;3;1;1;1;1;1;3;1;1;2;;1;2;2;2;1;;;;;;;;;20180718;Tiene RSH
208;45 a 59;Tarapacá;10;1;1;2;;10;0;0;40;1;1;;1;1;1;5;1;1;4;3;3;1;1;1;2;1;1;1;1;2;2;2;2;2;2;1;2;2;2;2;;;0;20211221;Tiene RSH
209;45 a 59;Tarapacá;7;1;1;2;;15;;;;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;2;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
210;45 a 59;Tarapacá;4;1;1;2;;8;0;0;16;7;1;;1;1;1;4;2;1;1;3;1;1;1;1;1;2;3;1;2;;1;2;1;2;2;0;2;1;2;2;;;0;20210903;Tiene RSH
211;45 a 59;Tarapacá;4;1;1;1;2;6;0;0;41;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;4;2;1;2;200000;0;20210907;Tiene RSH
212;18 a 44;Tarapacá;4;1;1;2;;10;;;;1;2;5;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;1;2;1;;;;;;;;;20170726;Tiene RSH
213;45 a 59;Tarapacá;10;1;1;2;;1;;;18;1;2;2;1;1;1;;3;1;2;1;1;2;1;1;1;1;1;2;1;1;2;2;2;2;1;;;;;;;;;20180406;Tiene RSH
214;45 a 59;Tarapacá;7;1;1;2;;30;0;0;31;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;0;2;8;1;1;4;120000;0;20210927;Tiene RSH
215;60 o mayor;Tarapacá;7;1;2;2;;15;0;0;38;2;2;5;1;2;2;2;5;4;2;3;1;2;3;2;1;2;1;2;1;2;1;2;2;2;2;0;2;4;1;1;4;150000;0;20211130;Tiene RSH
216;18 a 44;Tarapacá;3;1;1;2;;;2;;;2;2;8;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20170811;Tiene RSH
217;60 o mayor;Tarapacá;7;1;1;2;;5;;;;1;2;5;3;3;2;;3;2;2;2;1;1;1;1;1;1;1;1;2;;2;2;1;2;1;;;;;;;;;20180115;Tiene RSH
218;45 a 59;Tarapacá;7;1;1;2;;10;;;;1;1;;3;3;2;;1;1;1;1;3;1;1;1;1;3;1;3;2;;1;1;1;2;2;0;2;8;1;2;;;;20180806;Tiene RSH
219;45 a 59;Tarapacá;7;1;1;2;;35;;;15;5;1;;3;3;2;;3;1;1;2;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;0;2;2;0;2;;;;20170101;No tiene RSH
220;18 a 44;Tarapacá;7;1;1;2;;8;;;;5;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;2;2;0;2;4;2;2;;;;20170101;Tiene RSH
221;18 a 44;Tarapacá;7;1;1;2;;1;;;;5;1;;3;3;2;;2;2;2;2;2;2;2;2;2;2;2;2;2;;1;2;1;2;1;;;;;;;;;20170101;Tiene RSH
222;18 a 44;Tarapacá;7;1;1;2;;10;0;0;15;1;2;5;1;1;1;5;1;3;3;4;2;1;1;4;1;3;3;1;2;;1;1;1;1;2;0;2;8;1;1;4;130000;0;20211021;Tiene RSH
223;45 a 59;Tarapacá;7;1;1;2;;13;;;;5;1;;3;3;2;;2;1;1;1;1;1;1;1;1;2;1;1;1;2;2;2;1;2;1;;;;;;;;;20170101;Tiene RSH
224;60 o mayor;Tarapacá;7;1;1;2;;15;;;;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;2;1;1;2;;1;2;2;2;2;0;2;4;2;1;4;25000;;20170101;Tiene RSH
225;18 a 44;Tarapacá;7;1;1;2;;3;0;0;30;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;1;2;2;4;2;3;2;2;;;0;20211008;No tiene RSH
226;18 a 44;Tarapacá;7;1;1;2;;1;0;0;20;1;1;;2;2;2;5;1;1;1;2;1;1;1;1;1;4;1;1;2;;1;1;1;2;2;1;2;8;1;1;4;120000;0;20211110;Tiene RSH
227;60 o mayor;Tarapacá;4;1;1;2;;7;0;0;30;2;2;5;2;2;2;5;4;1;1;2;1;1;2;1;1;4;2;1;1;1;2;2;2;2;2;0;2;5;1;1;4;200000;0;20210903;Tiene RSH
228;60 o mayor;Tarapacá;7;1;2;2;;12;;;;1;1;;3;3;2;;3;3;2;2;2;2;2;1;2;2;2;2;1;2;1;2;2;2;1;;;;;;;;;20181130;Tiene RSH
229;45 a 59;Tarapacá;7;1;1;2;;4;;;;5;1;;1;3;2;;1;1;1;1;2;1;1;1;1;3;2;1;2;;1;1;1;2;1;;;;;;;;;20181127;Tiene RSH
230;18 a 44;Tarapacá;7;1;1;2;;6;;;;1;1;;1;2;2;;1;1;1;1;1;1;2;1;1;2;2;1;2;;2;1;1;2;1;;;;;;;;;20181129;Tiene RSH
231;18 a 44;Tarapacá;4;1;1;2;;23;0;0;17;7;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;2;2;2;0;2;4;2;2;;;0;20210907;Tiene RSH
232;45 a 59;Tarapacá;7;1;1;2;;20;;;;5;1;;1;3;2;;1;1;1;2;2;1;1;1;4;1;1;1;2;;1;1;1;2;1;;;;;;;;;20180925;Tiene RSH
233;60 o mayor;Tarapacá;7;1;1;1;2;53;0;0;12;1;1;;2;2;2;5;1;1;3;1;4;1;1;4;4;2;1;1;1;1;2;1;1;1;1;;;;;;;;;20211110;Tiene RSH
234;18 a 44;Tarapacá;7;1;1;2;;21;;;;;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;2;0;2;4;2;2;;0;0;20170714;Tiene RSH
235;60 o mayor;Tarapacá;4;1;2;2;;0;4;0;71;2;1;;1;1;1;3;3;4;3;2;1;4;1;1;1;4;1;1;2;;2;2;2;2;1;;;;;;;;;20210908;Tiene RSH
236;45 a 59;Tarapacá;7;1;1;2;;25;0;0;40;5;1;;2;2;2;5;4;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;0;2;2;2;1;4;20000;40000;20210902;Tiene RSH
237;18 a 44;Tarapacá;10;1;1;2;;1;2;;;1;2;5;3;3;2;;1;1;1;1;1;1;1;1;3;1;1;3;1;1;1;2;2;2;1;;;;;;;;;20180409;Tiene RSH
238;45 a 59;Tarapacá;10;1;1;2;;;7;;;1;2;2;1;1;1;;3;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20180406;Tiene RSH
239;60 o mayor;Tarapacá;10;1;1;2;;2;;;;1;2;4;1;1;1;;3;3;1;1;1;1;1;1;1;1;1;2;2;;2;2;2;2;;;;;;;;;;20191002;Tiene RSH
240;60 o mayor;Tarapacá;10;1;1;2;;3;0;0;49;2;2;5;2;2;2;5;1;2;4;1;1;1;1;1;3;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20211126;Tiene RSH
241;45 a 59;Tarapacá;7;1;2;2;;2;0;0;54;2;2;6;1;1;1;5;1;2;1;1;1;1;2;1;1;4;1;1;2;;1;2;2;2;2;0;2;4;2;2;;;0;20210909;Tiene RSH
242;45 a 59;Tarapacá;7;1;1;2;;15;0;0;20;2;1;;2;2;2;5;3;1;1;4;2;1;1;1;2;1;1;1;2;;1;1;1;2;2;0;2;4;2;1;4;100000;0;20211111;Tiene RSH
243;60 o mayor;Tarapacá;7;1;1;1;2;20;0;0;44;5;1;;2;2;2;5;3;1;1;3;1;1;1;1;4;1;1;1;2;;1;2;1;2;2;0;2;4;4;2;;;0;20210908;Tiene RSH
244;45 a 59;Tarapacá;10;1;2;2;;3;;;;1;1;;1;1;1;;1;1;1;1;1;2;1;1;1;1;1;2;2;;2;1;1;2;1;;;;;;;;;20181116;Tiene RSH
245;45 a 59;Tarapacá;7;1;2;2;;2;0;0;16;5;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;2;0;2;4;2;1;4;80000;0;20210909;Tiene RSH
246;45 a 59;Tarapacá;10;1;1;2;;1;;;12;8;1;;3;3;2;;1;1;3;1;1;1;1;1;1;1;1;1;2;;2;1;2;2;1;;;;;;;;;20180508;Tiene RSH
